Punjabi	పంజాబీ
Cnidaria	నిడేరియా
Regonda	రేగొండ
K	కే
Telusa	తెలుసా
Konanki	కోనంకి
Baazigar	బాజిగర్
Ryali	ర్యాలి
Dove	డవ్
Peetham	పీఠము
Greenwich	గ్రీన్‌విచ్
Kenji	కెంజి
Kotananduru	కోటనందూరు
Rama	రామ
Vachindi	వచ్చింది
Ugadi	ఉగాది
U	యూ
Hobbes	హాబ్స్
Bhaskar	భాస్కర్
Lakshmikantam	లక్ష్మీకాంతం
Mahadev	మహదేవ్
da	దా
Vangoor	వంగూరు
Mozoomdar	ముజుందార్
Rio	రియో
Goud	గౌడ్‌
Vasectomy	వాసెక్టమీ
Avakai	ఆవకాయ్
British	బ్రిటీషు
Munganda	ముంగండ
Antarctic	అంటార్కిటిక్
Obannapalem	ఓబనపాలెము
Kambara	కంబార
Darwin	డార్విన్
Eclipta	ఎక్లిప్టా
Tammineni	తమ్మినేని
Sholay	షోలే
Albumin	ఆల్బుమిన్
Rangacharya	రంగాచార్య
Nigam	నిగమ్
Bajwa	బజ్వా
Keloid	కెలాయిడ్
Narketpally	నార్కెట్‌పల్లి
Ragada	రగడ
Preyasi	ప్రేయసి
Akira	అకీరా
Damodar	దామోదర్
Snells	స్నెల్
Pran	ప్రాణ్
Kavi	కవి
Krishnam	కృష్ణం
Boyapati	బోయపాటి
Chanakya	చాణక్య
Ratan	రతన్
fish	ఫిష్
Madhavan	మాధవన్
Rania	రానియా
Asadhyule	అసాధ్యులే
Jitu	జీతూ
Judas	జుడాస్
Bhopal	భోపాల్
Roha	రోహా
Simran	సిమ్రన్
Chilakamma	చిలకమ్మ
Akshardham	అక్షరధామ్
Nookayya	నూకయ్య
Lajja	లజ్జా
Rwanda	రువాండా
Inn	ఇన్
Venkatesham	వెంకటేశం
NaraNarayana	నరనారాయణులు
SherePunjab	షేర్ఎపంజాబ్
Yamadonga	యమదొంగ
Colchicaceae	కోల్చికేసి
Harilal	హరిలాల్
GKonduru	జికొండూరు
Movies	మూవీస్
Dargah	దర్గాహ్
Annapurna	అన్నపూర్ణ
Pratyagatma	ప్రత్యగాత్మ
Yayati	యయాతి
Srikantadatta	శ్రీకంఠదత్త
Koteswaram	కోటేశ్వరం
Carrot	కారెట్
Aarogyasri	ఆరోగ్యశ్రీ
Gitanjali	గీతాంజలి
Vandemataram	వందేమాతరం
Kesaramadu	కేశరమడు
Jhalkaribai	ఝల్కారీబాయి
Kanapaka	కనపాక
Gajwel	గజ్వేల్
Tonguetwister	టంగ్ట్విస్టర్
Prema	ప్రేమ
Peddavadugur	పెద్దవడుగూరు
Singalila	సిన్గాలిలా
Tandon	టాండన్
Sadha	సదా
Coil	కాయిల్
Antimony	ఆంటిమొని
Cyclist	సైక్లిస్ట్
Qatar	ఖతార్
Jaffa	జెఫ్ఫా
Harmonica	హార్మోనికా
Osey	ఒసేయ్
Gurdas	గురుదాస్
Antey	అంటే
Regupalem	రేగుపాలెం
Protocol	ప్రోటోకాల్
Santhanuthalapadu	సంతనూతలపాడు
Mahalakshmi	మహాలక్ష్మి
Demons	డెమన్స్
peroxide	పెరాక్సైడ్
Wat	వాట్
Pavagada	పావగడ
Erivansky	ఎరివాంస్కై
Tagarapuvalasa	తగరపువలస
Pot	పాట్
Anuj	అనుజ్
Determinism	డిటర్మినిజం
Mahanubhavudu	మహానుభావుడు
Americium	అమెరీషియం
Social	సోషల్
Suchitra	సుచిత్రా
Sensor	సెన్సార్
Miandad	మియాందాద్
Pre	ప్రీ
Akshaya	అక్షయ
cream	క్రీం
YouTube	యూట్యూబ్
Ooha	ఊహ
Bulusu	బులుసు
Manilal	మణిలాల్
Amberpeta	అంబర్‌పేట
Peddullapalli	పెద్దుళ్లపల్లె
Vacuum	వాక్యూమ్
Choodu	చూడు
Inttelligent	ఇంటిలిజెంట్‌
Nisreen	నిస్రీన్
Ampere	ఏంపియర్
Food	ఫుడ్
Pilladu	పిల్లాడు
Desai	దేశాయ్
Deergha	దీర్ఘ
Trinidad	ట్రినిడాడ్
Apurimac	అపురిమాక్
Chilukurivarigudem	చిలుకూరివారిగూడెం
Beeramguda	బీరంగూడ
Pilu	పిలు
Magadivoy	మగాడివోయ్
Marapurani	మరపురాని
Suryanarayana	సూర్యనారాయణ
Austen	ఆస్టిన్
Menaka	మేనక
Kilikia	కిలికియా
Ayinavalli	అయినవిల్లి
Kafur	కాఫుర్
Nayudamma	నాయుడమ్మ
Congress	కాంగ్రెస్
Islamic	ఇస్లామిక్
Island	ఐలాండ్
Boxer	బాక్సర్
Milan	మిలన్
Hyptis	హిప్టిస్
Sape	సేప్
Scribus	స్క్రైబస్
Alladurg	ఆళ్ళదుర్గ్
Jonnada	జొన్నాడ
Glucose	గ్లూకోజ్‌
sperm	స్పెర్మ్
ZetaJones	జీటాజోన్స్
Sarabhai	సారభాయ్
Monaco	మొనాకో
Nagam	నాగం
Pushpavalli	పుష్పవల్లి
Pedapalla	పెదపల్లి
Bapulapadu	బాపులపాడు
Babulugaadi	బాబులుగాడి
Basti	బస్తీ
Mahabubnagar	మహబూబ్‌నగర్
Sadhana	సాధనా
Gayopakhyanam	గయోపాఖ్యానం
Krugman	క్రుగ్మాన్
France	ఫ్రాన్సు
Preet	ప్రీత్
Vamshi	వంశీ
Sandeep	సందీప్
Gaari	గారి
Jal	జల్
Kanchikacherla	కంచికచర్ల
Amalananda	అమలానందుడు
Edumudi	ఈదుమూడి
Unnikrishnan	ఉన్నికృష్ణన్
Kommareddi	కొమ్మారెడ్డి
Venkatadri	వెంకటాద్రి
Bujjigadu	బుజ్జిగాడు
Bestavaripeta	బేస్తవారిపేట
Zampini	జంపని
Jahangir	జహంగీర్
Shantanu	శంతనుడు
Kurupam	కురుపాం
Chinnoor	చెన్నూర్‌
Arjan	అర్జున్
Vinjamur	వింజమూరు
lymphocytic	లింపోసైటిక్
Henri	హెన్రీ
All	ఆల్
Kavali	కావలి
Nagamandala	నాగమండల
Palagummi	పాలగుమ్మి
Chemudu	చెముడు
Vasudev	వాసుదేవ్
Bichkunda	బిచ్కుంద
Ponnekallu	పొన్నెకల్లు
Kirby	కిర్బీ
orbital	ఆర్బిటాల్
Ghazi	ఘాజీ
Theppotsavam	తెప్పోత్సవం
Kavitha	కవిత
Ammonia	అమ్మోనియం
Heracles	హెరాకిల్స్
LAPCAT	లాప్‌కాట్
Dongale	దొంగలే
Roberto	రాబర్ట్
Angalakuduru	అంగలకుదురు
Ramanaidu	రామానాయుడు
Neodymium	నియొడీమియం
Mentada	మెంటాడ
Kaadhal	కాదల్
Abul	అబుల్
Maa	మా
Anjanibai	అంజనీబాయి
Yaleru	యాలేరు
Dan	డాన్
Striped	స్ట్రిప్డ్
Chesko	చేస్కో
Satyalapadu	సత్యాలపాడు
Usha	ఉషా
Singaluru	సింగలూరు
June	జూన్
Kagam	కగం
Deck	డెక్
Arundhati	అరుంధతీ
Peddodu	పెద్దోడు
Viswanathan	విశ్వనాథన్
Yemen	యెమన్
S	ఎస్
Star	స్టార్
Umakantham	ఉమాకాంతం
SpiceJet	స్పైస్‌జెట్
Birthday	బర్త్‌డే
Chitturi	చిట్టూరి
Nirosha	నిరోషా
Lingaa	లింగ
Pandita	పండిత
Evadi	ఎవడి
Bharat	భరత్
Bondapalli	బొండపల్లి
Marlagunta	మర్లగుంట
Shalya	శల్యుడు
Buddha	బుద్ధుడు
Chinthamakulapalli	చింతమాకులపల్లె
Chevrolet	చేవ్రొలెట్
Protap	ప్రతాప్
Malala	మలాలా
Optometry	ఆప్టోమెట్రీ
Chinnadana	చిన్నదాన
Santosham	సంతోషం
Jaipur	జైపూర్
Muthulakshmi	ముత్తులక్ష్మి
Documentary	డాక్యుమెంటరీ
Ponnur	పొన్నూరు
Yonath	యోనత్
panorama	పనోరమ
Akividu	ఆకివీడు
Pasteurization	పాశ్చరైజేషన్
Planck	ప్లాంక్
Vemana	వేమన
Shiva	శివ
Kumararama	కుమారభీమారామము
Yamuna	యమునా
Napoleon	నెపోలియన్
Palleturi	పల్లెటూరి
Sujatha	సుజాత
Sachdev	సచ్‍‍దేవ్
Pokuru	పోకూరు
Guppedu	గుప్పెడు
Kajal	కాజల్
Colony	కాలనీ
Anton	అంటోన్
Corporate	కార్పొరేట్
Doraiswamy	దొరస్వామి
rhombus	రాంబస్
Aggarwal	అగర్వాల్
Dhanraj	ధన్‌రాజ్
Shami	షమీ
Cholachagudda	చొలచగుడ్డ
Rangeli	రంగేళీ
Kirayi	కిరాయి
Westminster	వెస్ట్‌మిన్‌స్టర్
Dharmshaktu	ధర్మ్‌శక్తు
Pendekanti	పెండేకంటి
Thirukoshtiyur	తిరుక్కోట్టియూర్
Sullurpeta	సూళ్లూరుపేట
Theory	థియరీ
Samalkota	సామర్లకోట
Mangalya	మాంగల్య
Moothalu	మూతలు
Astrosat	ఆస్ట్రోశాట్
Rentachintala	రెంటచింతల
Input	ఇన్పుట్
Ananthasagar	క్షేత్రముఅనంతసాగర్
Mekavaripalem	మేకావానిపాలెం
Melanin	మెలనిన్
Electrician	ఎలక్ట్రీషియన్
Seshadri	శేషాద్రి
Payanam	గగనం
Jodhpur	జోధ్‌పూర్
Ramachari	రామాచారి
Deemed	డీమ్డ్
Ritu	రీతూ
Seethadevi	సీతాదేవి
Errabelli	ఎర్రబెల్లి
carbonate	కార్బోనేట్
Elgandal	ఎలగందల్
Velupillai	వేలుపిళ్ళై
Lebanon	లెబనాన్
Aayana	ఆయన
Sikh	సిక్ఖు
Mettuguda	మెట్టుగూడ
Namaskar	నమస్కారాలు
Arvind	అరవింద్
network	నెట్‌వర్క్
Neruda	నెరుడా
Vasudevachar	వాసుదేవాచార్య
Shmashana	శ్మశాన
Rajasekhar	రాజశేఖర్
Lele	లెలె
Sponge	స్పంజిక
Vijetha	విజేత
Ramayanam	రామాయణం
Tirumalapur	తిర్మలాపురం
Vijaya	విజయ
Finland	ఫిన్‌లాండ్
Mamata	మమతా
Saketh	సాకేత్
Whistleblower	విజిల్‍బ్లోయర్
Sriranga	శ్రీరంగ
ferrate	ఫెర్రేట్
Alan	అలన్
Bapineedu	బాపినీడు
Ampasayya	అంపశయ్య
Parvathapur	పర్వతాపూర్
Nightingale	నైటింగేల్
Sivasankara	శివశంకర
Kasimkota	కశింకోట
Gulzar	గుల్జార్
Sipayi	సిపాయి
Nithya	నిత్య
Morocco	మొరాకో
Saregama	సారేగామా
Namburu	నంబూరు
Mamidikuduru	మామిడికుదురు
Akshara	అక్షర
Vivekananda	వివేకానంద
Adventures	ఎడ్వెన్చర్స్
Gollapalle	గొల్లపల్లి
Gorinka	గోరింక
Malli	మళ్లీ
Palvai	పాల్వాయి
Madabhushi	మాడభూషి
Tu	తు
Princeton	ప్రిన్స్‌టన్
Missing	మిస్సింగ్‌
Rompilli	రొంపల్లి
Balaraju	బాలరాజు
printing	ప్రింటర్
AngloAmerica	ఆంగ్లోఅమెరికా
Seshayya	శేషయ్య
Ipomoea	ఇపొమియా
Kamaraju	కామరాజు
Shock	షాక్
Watson	వాట్సన్‌
Thiruvidandai	తిరువిడందై
Kuchanpally	కూచన్‌పల్లి
Peetalu	పీటలు
Recording	రికార్డింగ్
Shani	శని
Hydrocharitaceae	హైడ్రోకారిడే
Sajid	సజిద్
Bush	బుష్
Rayanapadu	రాయనపాడు
Manjima	మంజిమా
Nuvvante	నువ్వంటే
Teresa	థెరీసా
Vishwanath	విశ్వనాధ్
Toyota	టొయాట
selenide	సెలెనైడ్
Rajaiah	రాజయ్య
Shantiniketan	శాంతినికేతన్
Shetty	శెట్టి
Bomraspeta	బొంరాస్‌పేట్
Haat	హాట్
Sidu	సిదు
Kadethankar	కడేత్కర్
Jagarlamudi	జాగర్లమూడి
Muhammad	ముహమ్మద్
Ravanna	రవన్న
gardens	గార్డెన్స్
Adimulapu	ఆదిమూలపు
Hardik	హార్దిక్
Bhasma	భస్మము
Vayyari	వయ్యారి
fund	ఫండ్
Kanu	కానూ
Jyotirlinga	జ్యోతిర్లింగం
Ghoshal	ఘోషాల్
Alexander	అలెగ్జాండర్
Kshetram	క్షేత్రం
Sahukar	సాహుకార్
Mexico	మెక్సికో
Creative	క్రియేటివ్
Penumuli	పెనుమూడి
Manasi	మాన్సీ
akar	అకర్
Munro	మన్రో
Panchakarma	పంచకర్మ
Sharia	షరియా
Kothapalli	కొత్తపల్లి
Qadri	ఖాద్రి
Bacteria	బాక్టీరియా
Tretikov	ట్రీటికోవ్
Sanchar	సంచార్
Tajikistan	తజికిస్తాన్
disk	డిస్క్
Upen	ఉపేన్
Kurupuram	కురుపురం
Nayyar	నయ్యర్
Aryabhata	ఆర్యభట్టు
Jayamala	జయమాల
DarulShifa	దార్ఉల్షిఫా
Tarlupadu	తర్లుపాడు
Yadiki	యాడికి
Visakhapatnam	విశాఖపట్నం
Somanath	సోమనాథ్
Adrushtam	అదృష్టం
Aasayam	ఆశయం
Tellurium	టెలూరియం
PagidipalliNallapadu	పగిడిపల్లినల్లపాడు
